{'loss': 8.53182601928711, 'srcnode': 198263, 'dstnode': 108, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.log'}", 'edge_type': 'EVENT_WRITE', 'time': 1522874693439603150}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324859588848}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50586, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/charles.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324859588848}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50587, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324869590340}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324869590340}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 3, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324869590340}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324869590340}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 122, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-master.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324879594882}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50588, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/david.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324879594882}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 123, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-global.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324879594882}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 124, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-util.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50589, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/david'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 4, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50590, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/edward.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 125, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicuuc.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 95, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/services'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50591, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/edward'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 93, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/resolv.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324889606924}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 126, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/lib/libssl.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324899590726}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 94, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/hosts'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324899590726}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 127, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libcrypto.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324899590726}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324899590726}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324899590726}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 128, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicui18n.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324909590058}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 129, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicudata.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324909590058}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 10, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324909590058}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 130, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libthr.so.3'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324919590920}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 19, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libm.so.5'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324919590920}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324919590920}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 131, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/lib/libc++.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324919590920}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324919590920}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 132, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libcxxrt.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 133, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libgcc_s.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50593, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/frank.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50596, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/george.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50594, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/frank'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 12, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50597, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/george'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324929588522}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 25, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324939590974}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 26, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324939590974}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324939590974}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324939590974}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 134, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/main.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324949588236}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324949588236}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 21, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324949588236}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 35134, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324959589808}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324959589808}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50642, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/henry'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324959589808}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324959589808}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50598, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/irene.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324959589808}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324969586530}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50528, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/irene'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324969586530}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324969586530}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324969586530}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324979588092}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 48, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324979588092}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324979588092}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 48, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324979588092}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50599, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/root.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 135, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 137, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 136, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50600, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/root'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324989591504}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324999590196}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50573, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/aliases.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324999590196}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50601, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/user.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324999590196}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50602, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/user'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875324999590196}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 89612, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/8A44D29D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325009589688}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325659585637}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 89609, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/charles/Archives'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325659585637}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 89611, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/charles/Archives.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325659585637}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 89606, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/tmp/.31.29adb'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325659585637}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 89609, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/home/charles/Archives'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325659585637}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 89610, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/tmp/.31.29b4b'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325669587379}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 3, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325669587379}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 4, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325669587379}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 10, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325669587379}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 12, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325669587379}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 21, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325679587041}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 48, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325679587041}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 50586, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/var/mail/charles.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325679587041}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325679587041}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325689588023}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325699586445}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 89606, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/tmp/.31.29adb'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325699586445}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 3, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325699586445}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 4, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325709586487}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 10, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325709586487}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 12, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325709586487}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 21, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325709586487}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 48, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325709586487}
{'loss': 8.391770362854004, 'srcnode': 198310, 'dstnode': 50586, 'srcmsg': "{'subject': 'mlock'}", 'dstmsg': "{'file': '/var/mail/charles.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325719587349}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325719587349}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 50587, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/var/mail/charles'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325719587349}
{'loss': 8.391770362854004, 'srcnode': 198312, 'dstnode': 89606, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'file': '/tmp/.31.29adb'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875325719587349}
{'loss': 8.391770362854004, 'srcnode': 198237, 'dstnode': 0, 'srcmsg': "{'subject': 'pickup'}", 'dstmsg': "{'file': '/var/spool/postfix/maildrop'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875327019584508}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 50607, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': './gather_stats.sh'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363139585181}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 1, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_mem.txt'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363139585181}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 3, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363139585181}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 4, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363139585181}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 5, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libdevstat.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363149588043}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 6, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libkvm.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363149588043}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 7, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/usr/lib/libmemstat.so.3'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363149588043}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 8, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libxo.so.0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363159588305}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 9, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libutil.so.9'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363159588305}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 10, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363169584677}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 11, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/lib/libelf.so.2'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363169584677}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 12, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363169584677}
{'loss': 8.391770362854004, 'srcnode': 198238, 'dstnode': 50607, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': './gather_stats.sh'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363239597001}
{'loss': 8.391770362854004, 'srcnode': 198238, 'dstnode': 3, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363249590232}
{'loss': 8.391770362854004, 'srcnode': 198238, 'dstnode': 4, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363249590232}
{'loss': 8.391770362854004, 'srcnode': 198238, 'dstnode': 10, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363249590232}
{'loss': 8.391770362854004, 'srcnode': 198238, 'dstnode': 12, 'srcmsg': "{'subject': 'sleep'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875363249590232}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 50607, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': './gather_stats.sh'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875364259583184}
{'loss': 8.391770362854004, 'srcnode': 198240, 'dstnode': 14, 'srcmsg': "{'subject': 'vmstat'}", 'dstmsg': "{'file': 'kernel_zones.txt'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522875364259583184}
