{'loss': 8.53182601928711, 'srcnode': 198242, 'dstnode': 15, 'srcmsg': "{'subject': 'head'}", 'dstmsg': "{'file': 'top_procs.txt'}", 'edge_type': 'EVENT_WRITE', 'time': 1523027906146177496}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50481, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/ssh/ssh_host_ed25519_key'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092716172772}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50481, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/ssh/ssh_host_ed25519_key'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50481, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/ssh/ssh_host_ed25519_key'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 49764, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/ssh/ssh_host_ed25519_key.pub'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 23, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 93, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/resolv.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 49889, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/gss/mech'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50465, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/libgssapi_krb5.so.10'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50313, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/libgssapi_spnego.so.10'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50354, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/hosts.allow'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092726174943}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 94, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/hosts'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092856173961}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092856173961}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092856173961}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50395, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/pam.d/sshd'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 80, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_opie.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 81, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/libopie.so.8'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 82, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/lib/libmd.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 83, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_opieaccess.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 84, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_unix.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 86, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/libypclnt.so.4'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50482, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_nologin.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 87, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_login_access.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092866182382}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 84, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_unix.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092876189103}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 88, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_permit.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092876189103}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 84, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/lib/pam_unix.so.6'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092876189103}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 25, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092876189103}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 26, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092876189103}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50483, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/opiekeys'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50483, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/opiekeys'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50483, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/opiekeys'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50483, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/opiekeys'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092886173923}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092896172494}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028092996170061}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093006172011}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50484, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.access'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093006172011}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093006172011}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093006172011}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50485, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/security/audit_user'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093016171142}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 91, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/security/audit_class'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093016171142}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50486, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/security/audit_control'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093016171142}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50486, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/security/audit_control'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093016171142}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 90, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/security/audit_event'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093016171142}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 48, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093026173183}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50615, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/home/user/.login_conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093036176973}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093036176973}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50615, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/home/user/.login_conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093036176973}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 47, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093036176973}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 33, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093086171567}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 48, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093086171567}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093086171567}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50488, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.lastlogin'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093086171567}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093086171567}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 107, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/run/utx.active'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093096172787}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 107, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/run/utx.active'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093096172787}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 50488, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.lastlogin'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093096172787}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 108, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/log/utx.log'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093096172787}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 23, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093096172787}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093106172748}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093106172748}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50489, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/motd'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093106172748}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50615, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.login_conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093106172748}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 47, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093106172748}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 3, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093116173599}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 4, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093116173599}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 58, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/lib/libncurses.so.8'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093116173599}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 59, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/usr/local/lib/libintl.so.8'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093126172889}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 10, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093126172889}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 12, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093136173250}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 33, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093136173250}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 21, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093136173250}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 22, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093136173250}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50490, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/etc/profile'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093146175511}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50616, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.profile'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093146175511}
{'loss': 8.381573677062988, 'srcnode': 198299, 'dstnode': 3, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093156174881}
{'loss': 8.381573677062988, 'srcnode': 198299, 'dstnode': 4, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093156174881}
{'loss': 8.381573677062988, 'srcnode': 198299, 'dstnode': 10, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093156174881}
{'loss': 8.381573677062988, 'srcnode': 198299, 'dstnode': 12, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093156174881}
{'loss': 8.381573677062988, 'srcnode': 198299, 'dstnode': 33, 'srcmsg': "{'subject': 'resizewin'}", 'dstmsg': "{'file': '/dev/tty'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093156174881}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 3, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 4, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 10, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 12, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 50494, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/usr/share/games/fortune/freebsd-tips'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 50495, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/usr/share/games/fortune/freebsd-tips.dat'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198300, 'dstnode': 50495, 'srcmsg': "{'subject': 'fortune'}", 'dstmsg': "{'file': '/usr/share/games/fortune/freebsd-tips.dat'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093166170072}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093176171983}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093176171983}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 24, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/usr/share/misc/termcap.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093186173833}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 24, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/usr/share/misc/termcap.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093296171161}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 3, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093396172127}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 4, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093396172127}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 18, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libncursesw.so.8'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093396172127}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 19, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libm.so.5'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093406174288}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 6, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libkvm.so.7'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093406174288}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 20, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libjail.so.1'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093406174288}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 10, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093406174288}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 11, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/lib/libelf.so.2'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093416170838}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 12, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093416170838}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 21, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093416170838}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093416170838}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 23, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093426174239}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 23, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093426174239}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 24, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/share/misc/termcap.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093426174239}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 25, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093426174239}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 26, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093426174239}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093436174400}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093436174400}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093436174400}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028093446174331}
{'loss': 8.381573677062988, 'srcnode': 198241, 'dstnode': 22, 'srcmsg': "{'subject': 'top'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028095456169934}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028103706171383}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028103716173314}
{'loss': 8.381573677062988, 'srcnode': 198239, 'dstnode': 50626, 'srcmsg': "{'subject': 'bash'}", 'dstmsg': "{'file': '/home/user/.bash_history'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028103716173314}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 46, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028103716173314}
{'loss': 8.381573677062988, 'srcnode': 198263, 'dstnode': 107, 'srcmsg': "{'subject': 'sshd'}", 'dstmsg': "{'file': '/var/run/utx.active'}", 'edge_type': 'EVENT_OPEN', 'time': 1523028103726177645}
