{'loss': 8.53182601928711, 'srcnode': 198312, 'dstnode': 209938, 'srcmsg': "{'subject': 'imapd'}", 'dstmsg': "{'netflow': '128.55.12.166:48385'}", 'edge_type': 'EVENT_WRITE', 'time': 1522964700797590788}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 12, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587087571278}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 25, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587087571278}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 26, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587087571278}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 134, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/main.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587087571278}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 21, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587097569022}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 46, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587097569022}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 46, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587107568835}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 46, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587107568835}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 48, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587107568835}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 48, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587107568835}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 135, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587107568835}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 137, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587117569719}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 136, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587117569719}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 50499, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/virtual.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587117569719}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 46, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587117569719}
{'loss': 8.391770362854004, 'srcnode': 198296, 'dstnode': 48, 'srcmsg': "{'subject': 'trivial-rewrite'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587127568253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 3, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587247573317}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 122, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-master.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587257568651}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 123, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-global.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587257568651}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 124, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-util.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587257568651}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 4, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587257568651}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 125, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/libicuuc.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587267568025}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 126, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/lib/libssl.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587267568025}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 127, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libcrypto.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587267568025}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 128, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/libicui18n.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587267568025}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 129, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/lib/libicudata.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587277570098}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 10, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587277570098}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 130, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libthr.so.3'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587277570098}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 19, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libm.so.5'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587277570098}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 131, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/lib/libc++.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587287568942}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 132, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libcxxrt.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587287568942}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 133, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/lib/libgcc_s.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587287568942}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 12, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587297570416}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 25, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587297570416}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 26, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587297570416}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 134, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/main.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587297570416}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 21, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587307568189}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 46, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587307568189}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 46, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587307568189}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 46, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587317569253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 48, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587317569253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 48, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587317569253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 135, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587317569253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 137, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587317569253}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 136, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587327568807}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 50499, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/virtual.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587327568807}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 46, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587327568807}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 48, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587337569830}
{'loss': 8.391770362854004, 'srcnode': 198295, 'dstnode': 25, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587447568011}
{'loss': 8.391770362854004, 'srcnode': 198295, 'dstnode': 26, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587447568011}
{'loss': 8.391770362854004, 'srcnode': 198294, 'dstnode': 113363, 'srcmsg': "{'subject': 'cleanup'}", 'dstmsg': "{'file': '/var/spool/postfix/active/5499729D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587617566874}
{'loss': 8.391770362854004, 'srcnode': 198249, 'dstnode': 113363, 'srcmsg': "{'subject': 'qmgr'}", 'dstmsg': "{'file': '/var/spool/postfix/active/5499729D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587637568332}
{'loss': 8.391770362854004, 'srcnode': 198249, 'dstnode': 41, 'srcmsg': "{'subject': 'qmgr'}", 'dstmsg': "{'file': '/var/spool/postfix/incoming'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587637568332}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 3, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/libmap.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587637568332}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 122, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-master.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587647569385}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 123, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-global.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587647569385}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 124, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/postfix/libpostfix-util.so'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587647569385}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 4, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/run/ld-elf.so.hints'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587647569385}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 125, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicuuc.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587657568919}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 126, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/lib/libssl.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587657568919}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 127, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libcrypto.so.8'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587657568919}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 128, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicui18n.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587657568919}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 129, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/lib/libicudata.so.60'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587667569983}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 10, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libc.so.7'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587667569983}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 130, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libthr.so.3'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587667569983}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 19, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libm.so.5'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587677569346}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 131, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/lib/libc++.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587677569346}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 132, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libcxxrt.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587677569346}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 133, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/lib/libgcc_s.so.1'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587677569346}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 12, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/dev/hpet0'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587687568000}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 25, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/UTC'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587687568000}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 26, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/share/zoneinfo/posixrules'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587687568000}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 134, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/etc/postfix/main.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587687568000}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 21, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/nsswitch.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587697569914}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587697569914}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587707568688}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 46, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587707568688}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 48, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587707568688}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 48, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587707568688}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 135, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587707568688}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 137, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587717568721}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 136, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/usr/local/libexec/postfix/dynamicmaps.cf.d'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587717568721}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50573, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/aliases.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587717568721}
{'loss': 8.391770362854004, 'srcnode': 198295, 'dstnode': 209968, 'srcmsg': "{'subject': 'smtpd'}", 'dstmsg': "{'netflow': '209.57.163.110:39334'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587727568905}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 22, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/pwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587737569049}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50596, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/george.lock'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587737569049}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 50597, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/mail/george'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587747568122}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 95, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/services'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587757568616}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 93, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/resolv.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587757568616}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 94, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/etc/hosts'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587757568616}
{'loss': 8.391770362854004, 'srcnode': 198298, 'dstnode': 113363, 'srcmsg': "{'subject': 'local'}", 'dstmsg': "{'file': '/var/spool/postfix/active/5499729D09'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965587767571200}
{'loss': 8.391770362854004, 'srcnode': 198237, 'dstnode': 0, 'srcmsg': "{'subject': 'pickup'}", 'dstmsg': "{'file': '/var/spool/postfix/maildrop'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965592787567059}
{'loss': 8.391770362854004, 'srcnode': 198250, 'dstnode': 31440, 'srcmsg': "{'subject': 'cron'}", 'dstmsg': "{'file': '/var/run/wpa_supplicant/..'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600007568032}
{'loss': 8.391770362854004, 'srcnode': 198250, 'dstnode': 31440, 'srcmsg': "{'subject': 'cron'}", 'dstmsg': "{'file': '/var/run/wpa_supplicant/..'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600007568032}
{'loss': 8.391770362854004, 'srcnode': 198250, 'dstnode': 31440, 'srcmsg': "{'subject': 'cron'}", 'dstmsg': "{'file': '/var/run/wpa_supplicant/..'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600007568032}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 23, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 23, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 23, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 23, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 23, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 23, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 23, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 23, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 23, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/dev/null'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 46, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 46, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 47, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 46, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/etc/spwd.db'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 47, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600017578575}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 48, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600027571219}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 47, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600027571219}
{'loss': 8.391770362854004, 'srcnode': 198245, 'dstnode': 48, 'srcmsg': "{'subject': 'sh'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600027571219}
{'loss': 8.391770362854004, 'srcnode': 198251, 'dstnode': 48, 'srcmsg': "{'subject': 'atrun'}", 'dstmsg': "{'file': '/etc/group'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600027571219}
{'loss': 8.391770362854004, 'srcnode': 198265, 'dstnode': 47, 'srcmsg': "{'subject': 'newsyslog'}", 'dstmsg': "{'file': '/etc/login.conf'}", 'edge_type': 'EVENT_CLOSE', 'time': 1522965600027571219}
